"SiteID"	"ID"	"PlaceName"	"NameVariants"	"TribeID"	"Tribe"	"FractionID"	"TribalFraction"	"Description"	"ExtraComments"	"SiloCount1853"	"SiloCount1854"	"SiloCount1884"	"Agha"	"Caïd"	"Cheikh"	"Chaouch"	"Sidi"	"Kadi"	"Bordj"	"AssemblyPlace"	"Dechera"	"Haouch"	"Mechta"	"Beylik"	"House"	"Gourbi"	"GourbiMulti"	"Farm"	"Garden"	"Djenan"	"WellCistern"	"TheshingFloors"	"Matmora"	"Mosque"	"Marabout"	"Cemetery"	"Market"	"Grange"	"HayStraw"	"MajorRoute"	"Path"	"Ruin"	"SmallDam"	"Fields"	"Vines"	"LemonTree"	"AlmondTree"	"OliveTree"	"FigTree"	"Terebinth"	"PomegranateTree"	"CarobTree"	"OakTree"	"ElmTree"	"PoplarTree"	"UndiffTree"	"Maquis"	"OtherPlants"	"Mountain"	"Hill"	"Plateau"	"Escarpment"	"Pass"	"Rock"	"DryHardGround"	"SandyArea"	"Cave"	"Wadi"	"Ravine"	"River"	"Stream"	"Spring"	"Fontaine"	"Depression"	"Plain"	"Prairie"	"Longitude"	"Latitude"	"LocQual"	"LonPlot"	"LatPlot"
442	442	"Silos du Caïd"	"Silos du Caïd"	27	"Gribs"	118	"Oulad El Madjoub"	"Hors de sa ferme, lieu appelé Aicha bent Nisalance el Gada - est chemin, ouest rocher, nord mamelon - au sud gourbi"		35				1												1		1													1																			1				1																2.514696	36.071623
443	443	"Lenda"	"Lenda"	27	"Gribs"	118	"Oulad El Madjoub"	"gourbi, du nord jardin de figuiers, est chemin, du sud rocher."		70																1			1												1								1															1																2.521794	36.066872
444	444	"Dra ben Smouch"	"Dra ben Smouch"	27	"Gribs"	118	"Oulad El Madjoub"	"du ouest resin de ben Anul, du nord jardin, est mamelon, du sud chemin"		90																			1												1																			1																				2.523049	36.109712
445	445	"Kretza"	"Kretza"	27	"Gribs"	118	"Oulad El Madjoub"	"de l'est gourbi, du nord jardin, ouest jardin, sud la rivière Begra"		90																1			1																																									1										2.515891	36.079347
446	446	"El Meumia"	"El Meumia"	27	"Gribs"	118	"Oulad El Madjoub"	"de l'ouest le gourbi de Mdassi, est la maison du cheikh, du nord chemin, du sud mamelon"		40					1										1	1															1																			1																				2.579994	36.109767
447	447	"Mechta bel Amar"	"Mechta bel Amar"	27	"Gribs"	118	"Oulad El Madjoub"	"du nord Aïn Sferfa. Ouest jardin de figuiers. De l'est chemin, sud des arbres (oliviers)"		60													1						1																			1	1																							1								2.522947	36.105392
448	448	"Oulad Gerïb el Madjan"	"Oulad Gerïb el Madjan"	27	"Gribs"	118	"Oulad El Madjoub"	"Zitouni, de l'ouest amandiers, nord jardin de figuiers, est buisson, sud gourbi -- (?Zoub ben Sadek) de l'ouest chemin"		87																1															1						1	1	1																															2.514791	36.115343
449	449	"Znounïa"	"Znounïa"	27	"Gribs"	118	"Oulad El Madjoub"	"du nord fontaine et peupliers, est jardin, sud ferme"		45																		1	1																										1																		1							2.539579	36.099245
450	450	"Oued Krit"	"Oued Krit"	27	"Gribs"	119	"Endifa"	"de l'ouest la plaine, du nord jardin, est gard et peupliers, du sud mehta."		90													1						1																										1													1							1					2.505787	36.186465
451	451	"Si Abdel Baki"	"Si Abdel Baki"	27	"Gribs"	119	"Endifa"	"dans sa ferme"		9							1											1																																																				2.482497	36.151271
452	452	"Mehta bou Chama"	"Mehta bou Chama"	27	"Gribs"	119	"Endifa"	"dans sa ferme, du sud jardin, est ravin, nord fleuri et chemin, sud gourbi"		16													1			1		1	1												1																																							2.502596	36.172757
453	453	"Sidi Jakouk"	"Sidi Jakouk"	27	"Gribs"	119	"Endifa"	"est arbre, nord ravin, ouest ravin, sud mosquée"		99							1																	1																						1													1											2.497194	36.172935
454	454	"Dru el Louz (chez le cheick Attassa)"	"Dru el Louz (chez le cheick Attassa)"	27	"Gribs"	119	"Endifa"	"sans sa ferme, ouest oliviers sauvages, nord ravin, est marché du vendredi, sud la plaine"		12					1													1									1											1																					1						1					2.468599	36.178602
455	455	"Sid el Grebi"	"Sid el Grebi"	27	"Gribs"	120	"Oulad Magel et Oulad Sidi Mohamed"	"ouest la plaine, du nord gourbi, est ravin et peupliers, sud chemin"		63							1									1															1														1														1						1					2.51934	36.16888
456	456	"Azeba"	"Azeba"	27	"Gribs"	120	"Oulad Magel et Oulad Sidi Mohamed"	"de l'ouest mamelon, nord ravin, est jardin, sud jardin"		51																			1																															1									1											2.558656	36.162036
457	457	"Mechager"	"Mechager"	27	"Gribs"	120	"Oulad Magel et Oulad Sidi Mohamed"	"du sud jardin, est mamelon, nord ravin, ouest gourbi"		22																1	1		1																															1									1	1										2.553203	36.12728
458	458	"Litou"	"Litou"	27	"Gribs"	120	"Oulad Magel et Oulad Sidi Mohamed"	"Ben Souna, de l'ouest rescide el Guetra. Nord oued, est jardin, sud ravin"		18																			1																																								1	1										2.537881	36.141827
459	459	"Macheta"	"Macheta"	27	"Gribs"	120	"Oulad Magel et Oulad Sidi Mohamed"	"du sud gourbi, nord jardin, ouest noueder, est mosquée"		84													1			1			1					1																																														2.542873	36.143844
460	460	"Sidi el Madi"	"Sidi el Madi"	27	"Gribs"	120	"Oulad Magel et Oulad Sidi Mohamed"	"est petit mamelon, nord olivier sauvage, ouest le Chelif, sud idem"		26							1																																																															2.524322	36.148739
461	461	"Cheubet Barkat"	"Cheubet Barkat"	27	"Gribs"	120	"Oulad Magel et Oulad Sidi Mohamed"	"ouest eboulement de ?focerres, sud noueder, est gourbi Mohamed ben Abdallah, nord gourbis"		25																1	1					1																																					1											2.543299	36.134163
462	462	"Kef Sidi Peudjel"	"Kef Sidi Peudjel"	27	"Gribs"	120	"Oulad Magel et Oulad Sidi Mohamed"	"du sud le Chelif, nord rocher, ouest rocher, est la plaine"		88																																																				1		1						1					1					2.523996	36.173175
463	463	"Sous sa ferme/Saffat Arbifi"	"Sous sa ferme/Saffat Arbifi"	27	"Gribs"	120	"Oulad Magel et Oulad Sidi Mohamed"	"Si Kouider ben Kerichi (Khalifa fi Bled Amora Beylek)"		6							1							1				1																																																	2.509722	36.196667	"B"	2.509722	36.196667
464	464	"El Medoues"	"El Medoues"	27	"Gribs"	120	"Oulad Magel et Oulad Sidi Mohamed"			46																																																																						2.553848	36.160201
465	465	"Sidi Khlifa"	"Sidi Khlifa"	27	"Gribs"	120	"Oulad Magel et Oulad Sidi Mohamed"	"de l'ouest noueder, nord jardin, sud cimetière, est marabout"		52							1												1			1			1	1																																												2.556309	36.147851
466	466	"Be Saal"	"Be Saal"	27	"Gribs"	120	"Oulad Magel et Oulad Sidi Mohamed"	"du sud gourbi, ouest ravin, est rocher, nord rocher"		57																1																																						1					1											2.565609	36.160919
467	467	"Khlifa"	"Khlifa"	27	"Gribs"	120	"Oulad Magel et Oulad Sidi Mohamed"	"nord Dra (montagne), est ferme, sud noueder, ouest olivier"		20																		1				1																1											1																					2.528805	36.130438
468	468	"Mechta Ouled Aïssa"	"Mechta Ouled Aïssa"	27	"Gribs"	122	"Beni Rached"	"de l'ouest mamelon, sud ferme, nord jardin, est jardin"		113													1					1	1																															1																				2.4699	36.124261
469	469	"Renadjee"	"Renadjee"	27	"Gribs"	122	"Beni Rached"	"Mohamed bn Taïb, sud noueder, ouest chemin, nord fermes, est gourbi"		80																1		1																																																				2.438834	36.063799
470	470	"Matmora Mokrazi"	"Matmora Mokrazi"	27	"Gribs"	122	"Beni Rached"	"de l'ouest gourbi de Si Brahim, en dessous noueder, est gourbi, sud plaine"		23							1									1	1						1																																										1					2.463156	36.092885
471	471	"Ehaïa"	"Ehaïa"	27	"Gribs"	122	"Beni Rached"	"est ferme, sud noueder, en est chemin, nord plaine"		29																		1				1									1																																		1					2.443999	36.071671
472	472	"Mehta el Hadj Aïa"	"Mehta el Hadj Aïa"	27	"Gribs"	122	"Beni Rached"	"sud noueder, ouest jardin, en dessous la plaine, est plaine"		10													1						1																																														1					2.48052	36.064447
473	473	"Mehta Oulad Ameur"	"Mehta Oulad Ameur"	27	"Gribs"	122	"Beni Rached"	"sud gourbi Abdelkader bel Arbi, est mehta el Hadj Ahmed bel Djelali, nord noueder, ouest neder."		104													1			1																																																						2.502497	36.118769
474	474	"El Oghichta"	"El Oghichta"	27	"Gribs"	122	"Beni Rached"	"ouest noueder, nord ferme, sud jardin, est figuier"		40																		1	1			1																	1																															2.493114	36.09976
475	475	"Agha Ameur"	"Agha Ameur"	27	"Gribs"	122	"Beni Rached"	"dans sa ferme"		50			1															1																																																				2.490167	36.063602
476	476	"Aïn el Khok"	"Aïn el Khok"	27	"Gribs"	122	"Beni Rached"	"ouest noueder, nord gourbi, ouest jardin, est chemin"		100																1			1			1									1																															1								2.474002	36.122379
477	477	"Metidja"	"Metidja"	27	"Gribs"	122	"Beni Rached"	"est mamelon, sud peupliers, ouest gourbi au-dessous le chemin"		60																1															1														1					1															1					2.481993	36.144975
478	478	"Mechta el Bessara"	"Mechta el Bessara"	27	"Gribs"	122	"Beni Rached"	"Beseri. Ouest jardin, est noueder, au-dessous la plaine, sud ravin"		40													1						1																																								1						1					2.456268	36.07335
479	479	"Mnem Ouled ben Sidou"	"Mnem Ouled ben Sidou"	27	"Gribs"	122	"Beni Rached"	"Oulad ben Sidou, ouest chemin, sud jardin, au-dessus d'un jardin, est jardin et ravin"		88																			1												1																												1											2.494643	36.065075
480	480	"Eddrak"	"Eddrak"	27	"Gribs"	122	"Beni Rached"	"du sud mamelon, nord ferme, est chemin, ouest jardin"		21																		1	1												1																			1																				2.483913	36.129646
481	481	"Botha"	"Botha"	22	"Ouzera"	84	"Ouzera El Gzaba"	"Ali Ben Taleb, en dessus marabout, nord gourbi, est arbres"	"Named person assumed to have a gourbi in this case."	16																1	1								1																					1																								2.778865	36.370501
482	482	"El Gerhzarza"	"El Gerhzarza"	22	"Ouzera"	84	"Ouzera El Gzaba"	"Mohamed Ben Saïd, ouest ravin, sud gourbi, sud Tamet el Bis"	"Named person assumed to have a gourbi in this case."	8																1	1																													1													1											2.784601	36.343773
483	483	"El Gerhzarza"	"El Gerhzarza"	22	"Ouzera"	84	"Ouzera El Gzaba"	"Abd el Kader Ben Mohamed, est Kbarer, ouest gourbi, sud chemin"	"Named person assumed to have a gourbi in this case."	4																1	1														1																																							2.790136	36.350901
484	484	"Matraï"	"Matraï"	22	"Ouzera"	83	"Cheraga"	"El Hadj Ali, ouest ruisseau, sud arbre"	"Named person assumed to have a gourbi in this case."	20																1																														1															1									2.922002	36.306748
485	485	"Baziz"	"Baziz"	25	"Mouzaïa"	103	"Tadinart"	"au-dessus le marabout, au-dessous chemin, en venant de l'ouest ?? El Aïn Ilabib, est jardin"		13																			1						1						1																															1								2.749602	36.358561
487	487	"El Fers el Kbir"	"El Fers el Kbir"	25	"Mouzaïa"	105	"Bou Alaoum"	"au milieu des maisons, au-dessus chênes verts, en dessous jardin, ouest cherbet sandal, est vigne"	"Flagged as house presence plus multiple gourbis to indicate numbers."	4															1		1		1																1								1																											2.705964	36.330731
488	488	"El Anadeke"	"El Anadeke"	25	"Mouzaïa"	109	"Chemema"	"est Al Fith, nord Lourzaïa, ouest Sidi Amed ben Ali, sud Sagio"		11							1																																																															2.729064	36.375852
489	489	"El Ghereb"	"El Ghereb"	25	"Mouzaïa"	109	"Chemema"	"est Oued El Kbir, nord Khian ben Firaa, ouest arbres Karoubies, sud Coudet Brahim."		9																																										1							1											1										2.723325	36.386486
490	490	"Eghil"	"Eghil"	25	"Mouzaïa"	109	"Chemema"	"El Kbera, sud pierres Sifoun"		9																																																						1																2.690456	36.376609
491	491	"Tala Oulmath"	"Tala Oulmath"	25	"Mouzaïa"	110	"El Ksaimia"	"en dessous lieu appelé Magram Chaob, ouest ravin, est rivière, sud olivier sauvage"		17																																						1																					1	1										2.656023	36.43016
492	492	"Oulad Si Ameur Bou Etratan"	"Oulad Si Ameur Bou Etratan"	25	"Mouzaïa"	110	"El Ksaimia"	"ouest ravin, est oliviers sauvage, au-dessus le gourbi du Cheikh, en dessous ravin."		7					1											1																						1																					1											2.704796	36.393456
493	493	"Ghiem el Hadj Ameur Ben Houech"	"Ghiem el Hadj Ameur Ben Houech"	25	"Mouzaïa"	110	"El Ksaimia"	"entouré de haies"		6																													1																																									2.699038	36.425813
494	494	"Tazemourt"	"Tazemourt"	25	"Mouzaïa"	110	"El Ksaimia"	"en dessous jardin, au-dessus mamelon, ouest lieu appelé Gho Sokra, est ravin"		13																			1																															1									1											2.763659	36.399132
495	495	"Djessen Sba"	"Djessen Sba"	25	"Mouzaïa"	106	"Oulad Eussen"	"est jardin, en dessous l'on appelé Gnotisj, ouest gourbi, au dessus mamelon"		6																1			1																															1																				2.67809	36.350286
496	496	"Tessa"	"Tessa"	25	"Mouzaïa"	106	"Oulad Eussen"	"en dessous jardin, est olivier sauvage, au-dessus chemin, ouest ruisseau"		12																			1												1							1																							1									2.731444	36.348371
497	497	"Tamentkourt"	"Tamentkourt"	25	"Mouzaïa"	107	"El Fkaïlia"	"au-dessous d'un petit mamelon, en dessous chemin, est Ghrem Seknen"		18																															1																			1																				2.65342	36.44972
498	498	"(dans leur gourbis)"	"(dans leur gourbis)"	23	"Aouaras"	86	"Oulad Beghti Ben Amar"	"en venant du nord une fontaine, de l'ouest un ravin de l'est un rocher"		44																1	1																																					1					1				1							2.801036	36.188447
499	499	"(au dessous des gourbis)"	"(au dessous des gourbis)"	23	"Aouaras"	86	"Oulad Beghti Ben Amar"	"en venant du nord des arbres, sud un jardin, à l'est un rocher, à l'ouest un petit ravin"		22																1	1		1																											1								1					1											2.811155	36.188521
500	500	"Oulad Ezholes"	"Oulad Ezholes"	23	"Aouaras"	88	"Oulad Saoud"	"de l'ouest un rocher, est gourbi, nord grand arbre, sud rocher"		5																1																														1								1																2.763912	36.184353
501	501	"Sidi Enssen"	"Sidi Enssen"	23	"Aouaras"	87	"El Oueta"	"nord mosquée, ouest mamelon, est arbre, sud mamelon assez fort"		5							1																	1																						1				1																				2.882243	36.153832
502	502	"Dohtan"	"Dohtan"	23	"Aouaras"	87	"El Oueta"	"au sud Aïn Euza, à l'ouest un figuier sauvage"		46																																							1																							1								2.819946	36.14463
503	503	"El Noueder"	"El Noueder"	21	"Mehamedia"	79	"Hannacha"	"à l'ouest un gourbi et un rocher, au-dessous d'un mamelon, au nord d'un jardin"		30																1			1			1																												1				1																2.603028	36.177461
504	504	"El Oumkaka"	"El Oumkaka"	28	"Ouamri"	124	"Oulad Dilmi"	"du sud un rocher, est rivière, ouest jardin au-dessous un marabout"		10																			1						1																													1						1										2.685404	36.22187
505	505	"Oulad Ben Alia"	"Oulad Ben Alia"	28	"Ouamri"	124	"Oulad Dilmi"	"Sidi Zieter, en venant du sud un marabout, est un gourbi au-dessous un rocher, ouest un chemin"		20							1									1									1						1																							1																2.630615	36.240977
506	506	"Bel Aïn ben Jussef"	"Bel Aïn ben Jussef"	28	"Ouamri"	124	"Oulad Dilmi"	"Si Boudja, en venant du sud un gourbi, est un arbre au-dessous un jardin, ouest un rocher."		15							1									1			1																																			1																2.618743	36.283425
507	507	"Amouda ben Amor"	"Amouda ben Amor"	28	"Ouamri"	124	"Oulad Dilmi"	"Gasa Mehta bel Arbi, du sud un ravin, de l'est un chemin, au-dessous un chemin, de l'ouest un ravin à pic."		8													1																		1																												1											2.620816	36.24908
508	508	"Raminia"	"Raminia"	28	"Ouamri"	124	"Oulad Dilmi"	"Sidi Nibarck. Du sud un palch ravin, de l'est un gourbi, de l'ouest un ravin"		10							1									1																																											1											2.636168	36.295967
509	509	"Caïd Mohemed Ben Cholabi"	"Caïd Mohemed Ben Cholabi"	28	"Ouamri"	124	"Oulad Dilmi"	"Gadet il Geran. Du sud petit rocher eboulement de pierres au-dessous un ravin à pic, à l'ouest un jardin"		50				1															1																																			1					1											2.609948	36.262182
510	510	"Hamed ben Fares el Adri"	"Hamed ben Fares el Adri"	28	"Ouamri"	124	"Oulad Dilmi"	"du sud ravin à pic, de l'est mamelon au-dessous un plateau, à l'ouest un mamelon"		25																																																		1	1								1											2.611683	36.227528
511	511	"Oulad Memi el Adri"	"Oulad Memi el Adri"	28	"Ouamri"	124	"Oulad Dilmi"	"du sud rocher, de l'est ravin au dessous un gourbi, à l'ouest (noueder) Madi Paiha"		12																1						1																																1					1											2.620739	36.231476
512	512	"Oulad Khalifa"	"Oulad Khalifa"	28	"Ouamri"	124	"Oulad Dilmi"	"Gadet Leroieis, du sud un petit plateau, de l'est un gourbi, du dor (noueder), à l'ouest eboulement de rochers"		17																1						1																													1			1																2.648594	36.312044
513	513	"Mamer Ben Heressa"	"Mamer Ben Heressa"	28	"Ouamri"	125	"Oulad Djouza"	"Enslari el Marouf, du sud gourbi, de l'est rocher, du nord petit montagne, ouest noeder"		10																1						1																											1					1																2.570254	36.269576
514	514	"Oulad Bin Souna"	"Oulad Bin Souna"	28	"Ouamri"	125	"Oulad Djouza"	"El Ouchera, sud gourbi, est rivière, nord rocher, ouest gourbi"		8																1	1																																					1						1										2.580628	36.287989
515	515	"Dra Essia"	"Dra Essia"	28	"Ouamri"	125	"Oulad Djouza"	"Sidi Mansour, de l'est eboulements de rochers, nord marabout, ouest grosse pierre, sud idem."		20							1																		1																									1				1																2.584029	36.302969
516	516	"Oulad Eurez"	"Oulad Eurez"	28	"Ouamri"	125	"Oulad Djouza"	"Desilia, du sud gourbi, est rivière, nord rivière, ouest rivière"		7																1																																												1										2.602414	36.317907
517	517	"El Farsi"	"El Farsi"	28	"Ouamri"	125	"Oulad Djouza"	"Mechta ben Kali, du sud un mur de jardin, est noueder, nord ravin, ouest petit montagne"		15													1						1			1																											1										1											2.609482	36.28364
518	518	"Baba ben Amar"	"Baba ben Amar"	28	"Ouamri"	125	"Oulad Djouza"	"El Aouihat, en venant du sud amandier, est figuier, du nord arbre, ouest broussailles"		17																																					1		1							1	1																							2.574913	36.276747
519	519	"Marabout Sidi Zekri"	"Marabout Sidi Zekri"	28	"Ouamri"	126	"Oulad Moussa"	"sud gourbi, est jardin, nord chemin, ouest noueder"		24							1									1			1			1									1																																							2.571046	36.237694
520	520	"Si el Morsah bel Abdel Baki"	"Si el Morsah bel Abdel Baki"	28	"Ouamri"	126	"Oulad Moussa"	"du sud maison, de l'est gourbi, nord noueder, ouest arbre"		15							1								1	1						1																								1																								2.524233	36.228448
521	521	"Gholaa"	"Gholaa"	28	"Ouamri"	126	"Oulad Moussa"	"El Godi, du sud rocher, est gourbi, nord gourbi, ouest eboulement de pierres"		16																1	1																																					1																2.527759	36.2054
522	522	"Oulad Zin"	"Oulad Zin"	28	"Ouamri"	126	"Oulad Moussa"	"Sidi Mohamed ben Aouda, sud le Chelif, est chemin, nord ravin, ouest ravin"		24							1																								1																												1	1										2.553958	36.23283
523	523	"El Hadj el Milsioni"	"El Hadj el Milsioni"	28	"Ouamri"	126	"Oulad Moussa"	"Aïn Goba, du sud ravin, est ravin"		17																																																											1			1								2.583373	36.219061
524	524	"Beylek"	"Beylek"	28	"Ouamri"	126	"Oulad Moussa"	"?Iretelass, du sud ravin, est Sidi Abdelkader, nord noueder, ouest mamelon/Aïn Simaïa enta Dra Isis, sud jardin, est jardin, nord chemin, ouest ravin"		15							1							1					1			1									1																												1			1					2.517667	36.202864	"C"	2.517667	36.202864
525	525	"Oulad Moussa"	"Oulad Moussa"	28	"Ouamri"	126	"Oulad Moussa"	"Gadet el Jihairi, du sud petite plaine, est ravin, nord arbres, ouest rochers/Sffaf Beïyit, est chemin, nord petite montagne, sud idem, ouest idem"		35																															1														1	1			1																1					2.559803	36.232775
526	526	"El Beida"	"El Beida"	26	"Hassen Ben Ali"	112	"Oulad Fergan"	"près de grands arbres, à l'est un puits, à l'ouest un ravin"		24																					1																									1													1											2.984469	36.164731
527	527	"El Ghlana"	"El Ghlana"	26	"Hassen Ben Ali"	112	"Oulad Fergan"	"à l'est un ravin et au-dessus un mamelon"		17																																																		1									1											2.940865	36.175438
528	528	"Aïn Tolakmin"	"Aïn Tolakmin"	26	"Hassen Ben Ali"	112	"Oulad Fergan"	"au nord de gourbi et au-dessous d'un petit jardin à l'ouest et près d'un jardin"		25																1			1																																											1								2.944791	36.200236
529	529	"Aouch el Betesna"	"Aouch el Betesna"	26	"Hassen Ben Ali"	112	"Oulad Fergan"	"à l'ouest et près d'un jardin"		10												1							1																																																			2.938294	36.152839
530	530	"Sidi Amer"	"Sidi Amer"	26	"Hassen Ben Ali"	112	"Oulad Fergan"	"au-dessus de gourbis, à l'est d'un mamelon"		15							1									1	1																																	1																				2.922304	36.166452
531	531	"Ben Kassem"	"Ben Kassem"	26	"Hassen Ben Ali"	112	"Oulad Fergan"	"au-dessous d'une ferme, au-dessus un rocher et près d'un jardin"		16																		1	1																																			1																3.067188	36.1957
532	532	"Zekar"	"Zekar"	26	"Hassen Ben Ali"	117	"El Kraba"	"au-dessous d'un jardin à l'ouest des gourbis"		20																1	1		1																																																			2.852291	36.196418
533	533	"Noueder"	"Noueder"	26	"Hassen Ben Ali"	117	"El Kraba"	"?Olives sous des amandiers"		25																						1															1	1																																2.880197	36.278247
534	534	"Aouch Tedjeroni"	"Aouch Tedjeroni"	26	"Hassen Ben Ali"	117	"El Kraba"	"au-dessous de gourbis entoures d'amandiers"		10												1				1	1																				1																																	2.846543	36.218793
535	535	"Chehbet Chaouch"	"Chehbet Chaouch"	26	"Hassen Ben Ali"	117	"El Kraba"	"au-dessous de gourbis"		15						1										1	1																																																					2.866031	36.286153
536	536	"Haouch el Heura"	"Haouch el Heura"	26	"Hassen Ben Ali"	117	"El Kraba"			10																																																																						2.878725	36.212315
537	537	"Aouch Telemhu"	"Aouch Telemhu"	26	"Hassen Ben Ali"	117	"El Kraba"	"entre des gourbis"		15												1				1	1																																																					2.832059	36.280722
538	538	"Haouch bel Hadj Cessen"	"Haouch bel Hadj Cessen"	26	"Hassen Ben Ali"	117	"El Kraba"	"entre des gourbis"		20												1				1	1																																																					2.868731	36.213354
539	539	"Oulad Sidi Ali Ben Mohamed"	"Oulad Sidi Ali Ben Mohamed"	26	"Hassen Ben Ali"	117	"El Kraba"	"au-dessus d'un marabout"		10																									1																																													2.831885	36.273711
540	540	"Oulad el Meïza"	"Oulad el Meïza"	26	"Hassen Ben Ali"	117	"El Kraba"	"entre les gourbis, à l'ouest de la rivière"		30																1	1																																											1										2.836771	36.249073
541	541	"Noury"	"Noury"	26	"Hassen Ben Ali"	113	"Oulad Drif"	"au-dessus des gourbis"		17																1	1																																																					2.918432	36.227706
542	542	"Bel Mrana"	"Bel Mrana"	26	"Hassen Ben Ali"	113	"Oulad Drif"	"au-dessus d'un ravin, au nord d'une fontaine et d'un jardin"		16																			1																																								1				1							2.937574	36.240954
543	543	"Noutia Ladger"	"Noutia Ladger"	26	"Hassen Ben Ali"	116	"Oulad Melal"	"au milieu des chênes verts"		15																																																																						2.93437	36.197041
544	544	"Bir Lalhar"	"Bir Lalhar"	26	"Hassen Ben Ali"	116	"Oulad Melal"	"à l'est un mamelon, à l'ouest un jardin"		25																			1																															1																				2.89008	36.193768
545	545	"El Djessen"	"El Djessen"	26	"Hassen Ben Ali"	114	"Oulad Brahim"	"entre des gourbis"		17																1	1																																																					2.941433	36.263029
546	546	"Tesouichin"	"Tesouichin"	26	"Hassen Ben Ali"	114	"Oulad Brahim"	"entouré de jardins"		12																			1																																																			2.915675	36.263218
547	547	"Sedraïa"	"Sedraïa"	29	"Beni Bou Yacoub"	127	"Oulad Turci"	"au milieu de ?? gourbi à 20 metres d'un jardin"		4																1			1																																																			3.140963	36.21723
548	548	"Oulad Tumé"	"Oulad Tumé"	29	"Beni Bou Yacoub"	127	"Oulad Turci"	"?Dout ?if ?Souk situés au-dessous de la route qui conduit au marché de Teltata au nord d'Aïn Aissa et non loin de quleques jardins de figuiers"		13																			1								1			1									1																							1								3.13238	36.219961
549	549	"Oulad Rahmoun"	"Oulad Rahmoun"	29	"Beni Bou Yacoub"	127	"Oulad Turci"	"près de Medja Tolla et du jardin du Oulad el Hadj"		28																			1																																																			3.11099	36.233849
550	550	"Regada"	"Regada"	29	"Beni Bou Yacoub"	127	"Oulad Turci"	"dans un lieu appelé Saffa au-dessous de la route qui conduit au marché de la tribu, non loin sud d'Aïn Regada"		19																											1			1																																1								3.137727	36.220843
551	551	"Aïn Saïd"	"Aïn Saïd"	29	"Beni Bou Yacoub"	128	"Oulad Maguebel"	"au milieu des gourbis et près de plusieurs jardins et de l'habitation du Cheikh Abdel Rhaman"		30					1										1	1	1		1																																											1								3.019506	36.287948
552	552	"Oulad Gassem"	"Oulad Gassem"	29	"Beni Bou Yacoub"	128	"Oulad Maguebel"	"au milieu des gourbi et près de l'Oued Haoual"		16																1	1																																											1										3.012094	36.286966
553	553	"Choubat Chouch"	"Choubat Chouch"	29	"Beni Bou Yacoub"	128	"Oulad Maguebel"	"près d'un bouquet de chêne liege."		28																																											1																											3.048444	36.283947
554	554	"El Allalia"	"El Allalia"	29	"Beni Bou Yacoub"	128	"Oulad Maguebel"	"au-dessous d'un mamelon près du rocher de Rabah ben Alla"		5																																																		1				1																2.997318	36.283819
555	555	"El Djema"	"El Djema"	29	"Beni Bou Yacoub"	129	"Maraboutin"	"près du bordj de l'ancien Kadi Hadj et au milieu des jardins"		10								1	1	1									1																																																			3.085308	36.226933
556	556	"Zaga Cher Oulad el Kherat"	"Zaga Cher Oulad el Kherat"	29	"Beni Bou Yacoub"	129	"Maraboutin"	"près d'un ravin limitrophés au Beni Lilini"		43																																																											1											3.09078	36.22794
557	557	"El Aouch"	"El Aouch"	29	"Beni Bou Yacoub"	129	"Maraboutin"	"près de trois trembles et d'Aïn el Kherba, face à une plaine"		54																																1													1																	1			1					3.063411	36.242736
558	558	"El Hedjar"	"El Hedjar"	29	"Beni Bou Yacoub"	130	"Oulad Ali"	"entre deux routes dont l'une conduit au Dechera, l'autre à l'Oued Lakhera et au nord par le Dechera d'Haddadan"		16											1																																																	1										3.037035	36.316742
559	559	"Zigugen"	"Zigugen"	29	"Beni Bou Yacoub"	130	"Oulad Ali"	"près du Kef Aïouch entre deux mamelons, au milieu d'un Cheubas"		10																																																		1		1																		3.050078	36.309223
560	560	"El Amara"	"El Amara"	29	"Beni Bou Yacoub"	131	"Ferma"	"au milieu du dechera des Oulad Aïssa près d'un cimetière appelé Sidi Zernaune et Aïn el Guerant"		21							1				1															1																																				1								2.9698	36.287932
561	561	"Cadiat Mobat el Djemel"	"Cadiat Mobat el Djemel"	29	"Beni Bou Yacoub"	132	"Sidi Bou Narri"	"au sommet d'un mamelon faisant face au mamelon d'Aïn el Homera"		10																																																		1												1								3.010305	36.315777
562	562	"Dra Sedjera el Merabta"	"Dra Sedjera el Merabta"	29	"Beni Bou Yacoub"	132	"Sidi Bou Narri"	"près d'un bocer de chênes liège et près d'une ravin appelé Chubat el Archa"		25																																											1							1									1											3.014037	36.311088
563	563	"Hozam el Aojer"	"Hozam el Aojer"	29	"Beni Bou Yacoub"	132	"Sidi Bou Narri"	"près de dechera et de Ouad el Touatoue"		5											1																																																	1										2.979494	36.332637
564	564	"Oublial"	"Oublial"	29	"Beni Bou Yacoub"	133	"Oulad Bedarna"	"près de la grande route et du marché et non loin de la dechera de Saadim et d'un ravin"		23											1																1			1																													1											2.994734	36.338269
565	565	"Ouaital Chedjour"	"Ouaital Chedjour"	29	"Beni Bou Yacoub"	134	"Oulad Ameur"	"près des ravins Cheubar el Djemaïa et Djenan Hameyé"		9																				1																																							1											3.038295	36.344307
566	566	"Bou Dinars"	"Bou Dinars"	29	"Beni Bou Yacoub"	135	"Medala"	"au milieu des gourbis de Si Taheur entouré de jardins"		20																1	1		1																																																			3.058523	36.252369
